relevant,type,sentence
0,0,bill bought the land from a hotel keeper and started the development of the rst slate quarry in mon son within a few days.
0,0,"the first slate quarry was called the eureka which means, we have found it."
0,0,thus started the industry that was to be the main source of livelihood for monsons inhabitants for many years to come.
0,0,__ the next quarry to be opened was called hebron pond.
0,0,this was operated by a mr.
0,0,chapin.
0,0,a year after wards it was sold to henry carter and the quarry was afterwards called carter quarry.
0,0,"in 1872, the norris quarry opened and was op erated by mr."
0,0,norris.
0,0,he was the rst man to install steam power.
0,0,the buildings burned in 1877.
0,0,1873 - fred jackson founded the cove quarry in which the machinery of the norris quarry was installed.
0,0,also that same year the dirigo was opened and op erated by dexter and portland companies.
0,0,1874 - forest quarry opened and operated by salem parties.
0,0,1877 - oakland quarry opened and operated by john tripp.
0,0,the monson-maine quarry was in operation in 1880 by allen williams and abandoned in 1943.
0,0,1882 - kineo quarry - operated by outside parties.
0,0,1882 burmah quarry.
0,0,"34 history of monson, maine 1870-1875 underground quarry - operated by charles folsom."
0,0,1895 - west monson operated by w. m. jones.
0,0,1902 - mathews quarry - operated by mr.
0,0,mathews.
0,0,1906 - portland-monson quarry.
0,0,1910 - farm quarry and wilkins quarry.
0,0,1919 - eighteen quarry - abandoned around 1922.
0,0,"1922 - there were three quarries in operation - port land-monson, monson-maine slate co."
0,0,and the general slate co.
0,0,"the coleman family, having the largest shares of stock, ran the portland-monson slate co."
0,0,"until april 1, 1965, when it changed hands."
0,0,its now privately owned by the tatko family.
0,0,"monson slate is considered the nest in the world and is particularly famous for its color, being black."
0,0,monson slate is shipped all over the united states and into many foreign countries.
0,0,a couple of the more noted places it can be found is on the ooring of the new monson town office.
0,0,"along with the black slate from monson, there is a mixture of green and red squares from new york and vermont quarries."
0,0,"the oor of the northeast bank of guilford, maine, also has added the beauty of monson slate to its floors."
0,0,monson slate was used as the kennedy memorial stones marking the resting places of the slain president john f. kennedy and two children at the arlington national cemetery.
0,0,st.
0,0,patricks cathedral in new york city also has a slate roof made from monson slate.
0,0,"monson railroad: in the early days transportation was by foot, horse back or a team of oxen."
0,0,later came the stage from bangor to greenville.
0,0,"in 1871, the railroad company of bangor hired a man to survey a road from guilford to greenville."
0,0,"the road he surveyed would have run be history of monson, maine 35 tween the saw mill and the g.a.r."
0,0,"hall (now monsons historical museum), and through henry grovers orch ard (below where louise grover now lives)."
0,0,but soon the people found out that the railroad company had sent a surveyor to survey a road following the piscataquis river from guilford to greenville via blanchard.
0,0,with this misfortune the townspeople later felt that they needed some means of transportation.
0,0,"in june, 1883, our little narrow gauge railroad, which was six miles long running from monson to monson jct., came into exist ance."
0,0,"the equipment, which was original or close to it, consisted of two engines, one combination car, 28 at and box cars, one snowplow and one spreader."
0,0,"it was commonly known and called thetwoby-six, being two feet wide by six miles long."
0,0,it can be found in some reference books that the monson railroad was 8.16 miles long when its only 6.16 miles from monson to monson jct.
0,0,"however, it was necessary to add the extra two miles of tracks going through to eighteen quarry which was beyond monson-maine quarry."
0,0,"the rst two engines number 1 and 2, 0-4-4-t were hinckleys and were built in 1882. the next two engines were numbered 3 and 4. no."
0,0,3 0-4-4-t was built by the vulcan iron works in 1912 as was no.
0,0,4 0-4-4-t which was built in 1918. the latter two were nearly identical except that no.
0,0,3 had one stirrup to lift you up into the cab whereas no.
0,0,4 had a double step.
0,0,"the railroad was owned by the monson-maine slate co., and its primary purpose was to haul slate from the quarry to lv."
0,0,[0nson jct.
0,0,"it also carried passengers, mail and freight."
0,0,"the peanut roaster, as we fondly called the little train, never turned around."
0,0,she always backed the whole six miles from monson jct.
0,0,to monson station.
0,0,"the narrow gauge railroad was chartered in 1882, built in 1883 and abandoned in 1945. bus service was in existance in 1955 and ceased 36 history of monson, maine functioning in 1958, operated by haseys bus lines."
0,0,"the rst store in town was opened in 1825, belong ing to oliver eveleth."
0,0,later that same year solomon cushman opened a store.
0,0,"they remained the only two traders until 1830, when t. s. pullen from winthrop came to monson and started his own trade."
0,0,from that time on monsons businesses have continued to grow.
0,0,"after the re of 1860, mr."
0,0,"aretas chapin, son of one of the early settlers, constructed a hotel holding fast to all the principles of temperance."
0,0,"this hotel was burned in 1882. in 1886, monson had a refrigerator and butter box factory."
0,0,"the wooden boxes were lined with slate, the theory being that slate kept out heat and retained the cold."
0,0,the project was not a success.
0,0,moosehead mfg.
0,0,"company: after the closing of the monson, maine slate co."
0,0,"in 1943, a board of trade was formed by the merchants for the purpose of interesting an industry to locate in town."
0,0,"in 1945, the moosehead vvoodcrafters plant in greenville was destroyed by fire."
0,0,it was rumored that they did not plan to rebuild in greenville.
0,0,"the board of trade then met with the officials of the moosehead woodcrafters and they agreed to locate in monson for $50,000."
0,0,the board of trade called a meeting of all inter ested citizens and it was decided to nance this venture by selling shares of stock.
0,0,"the quarry buildings were purchased, remodeled, and work was begun at once."
0,0,the woodcrafters made a wooden chair with a seat and a back of webbing.
0,0,"the woodcrafters operated about a. year and a half and failed, leaving monson shareholders with nothing but worthless pieces of paper."
0,0,"the spirit of the founders of monson showed in this generation, and a creditors committee was formed."
0,0,"the stockholders history of monson, maine 37 raised twenty thousand dollars more and the plant operated for another six months, but could not keep going."
0,0,the situation was really looking black when john.
0,0,"durham of belfast, maine, became interested in the pro ject."
0,0,mr.
0,0,durham had formerly been employed by diamond match co.
0,0,"for a number of years and as he says, his job was putting sick factories onto their feet again."
0,0,the board of trade appealed to the stockholders and ten thousand dollars was offered to john and tolford durham to take over this sick plant.
0,0,"the durhams invested heavily in the plant and put long, hard days trying to straighten out a very bad situation."
0,0,john durham had to learn the furniture business from the bottom up.
0,0,it was nip and tuck for the rst three years; then things began to look brighter.
0,0,"in 1954, the moosehead manufacturing company was able to pay a dividend to their stockholders."
0,0,"on october 29, 1959, moosehead mfg."
0,0,purchased an abandoned woolen mill in dover-foxcroft to extend the production of their beautiful furniture and opened for business in 1960. both plants today have roughly 200 employees.
0,0,"the company has sales offices in new york city, los angeles, chicago, and san francisco with show rooms in new york and north carolina."
0,0,"tables and chairs are the monson plants major production, while the dover-foxcroft plant manufac tures upholstered and bed room furniture."
0,0,"1972 monson businesses with their early history and former owners milton bartletts gulf station - the land and buildings owned by french & curtis - they bought the land from arthur bessey in 1956. the rst manager  john ruksznis followed by ronald clukey, maurice 38 history of monson, maine davis, frank templeton and in 1967, it was opened by its present operator - milton bartlett."
0,0,yankee trader - the present building was built for daniel champion in 1935 by percy smith and was then known as champions filling station.
0,0,it was later acquired by arthur and edna c. haggstrom and in turn sold to alanson robbins in 1971. monson garage - the bottom story of the now john ruksznis home was previously located on main st.
0,0,between a. haggstrom and d. williams houses.
0,0,at that time the building which is now monson garage was a barn situated in back of this house.
0,0,"after it was moved, it was used as a livery stable by p. w. knight and then as a leased garage."
0,0,former business owners were: archie greenleaf and stanley stevens; archie greenleaf; dan iel champion; will champion (operated by leslie robinson) ; edward dutra; lloyd buttereld; hal stancheld.
0,0,"the present owner, john ruksznis has been in business for 26 years."
0,0,storers home care center - this was a hardware store owned by billy eldridge and later by luther colbath.
0,0,"it was then bought by john strom, then by sam ulman and used as a meat store."
0,0,the american.
0,0,legion bought it from ulman and they in turn sold it to ira bishop.
0,0,"next arnold grant owned it and he sold out to the present owner, berwin storer."
0,0,(note: the civil defense had a lookout tower built on top of this building during world vvarii to report airplanes that passed the area.)
0,0,j & j general store - attorney john spragues house stood here before the 1910 re.
0,0,it was rebuilt by arthur brown and made into a general store.
0,0,it was then taken over by clarence brown.
0,0,"the block was sold to the following people in the proper sequence: ethel & arvid holmquist, paul hoyle, laurice goodwin, joseph & history of monson, maine 39 james quartararo and the present owners, c. leavitt and james quartararo."
0,0,(rent upstairs.)
0,0,"monson light and power building - in 1889, c. w. folsom had a drug store on one side of the building, and a post office was on the other side."
0,0,roy hescock had the drugstore - post office when the build ing burned in the 1910 re.
0,0,"in 1912, it was rebuilt by alner gilbert."
0,0,"since that time it has been used as a variety store, a&p store, grocery store and post office."
0,0,the annex was used as a garage.
0,0,it is now owned by francis g. marshall as an office and storage.
0,0,rents upstairs - vacant.
0,0,"pooles market - former owners - ladd, w. a. bray, arthur bray, nadeau."
0,0,oswald poole bought it from nadeau.
0,0,it has always been a grocery store.
0,0,it was dam aged by re in 1955 when nadeau owned it.
0,0,rent in back was gutted by the re and was removed.
0,0,rent upstairs  vacant.
0,0,masonic block - burned in 1911. arthur brown had a store on the street level and a house owned by him was located out back of the masonic hall.
0,0,a stable was underneath which also burned.
0,0,rebuilt.
0,0,the first oor housed two businesses.
0,0,"one side was a hardware store with the following proprietors: bill eldridge, george pul len, and gordon hall."
0,0,"the other side has been used as a restaurant, office and dress shop."
0,0,"second oor - banquet room, dentist and doctors offices, barber and beauty shops and club rooms."
0,0,"third oor - the main hall was used by the masons, odd fellows, rebekahs and star."
0,0,"the building was damaged by re july 12, 1969, and is now vacant."
0,0,the present owner of the building is edward adams.
0,0,monson variety store - the re of 1911 started in this building.
0,0,at this time sam hughes had a clothing store and barber shop housed here.
0,0,the rent upstairs was occupied by storer flint who died in the re.
0,0,"a 40 history of monson, maine bowling alley was in operation in the basement."
0,0,the building was rebuilt by henry grover for edward john son and was used as a grocery store then a post office.
0,0,rent upstairs remodeled.
0,0,purchased by evold jorgensen about 1944-45 and is now owned and run by madeline j orgensen.
0,0,"terris moore block - alner gilbert sold the building, which presently houses the post office and coffee shoppe restaurant, to roy hescock after the 1910 re."
0,0,r. hescock had a drugstore and post office there which burned in 1911. r. hescock rebuilt in.
0,0,"the same spot, and housed a drug store on one side with a barber shop on the other side of the building."
0,0,hescock then sold it to aubrey williams who ran a drugstore with a post office in operation on the other side at that time.
0,0,"the building is presently owned by terris moore, who lives in the upstairs apartment."
0,0,blue goose - owned and operated by joe davi son as undertaking parlor.
0,0,burned in 1911 - rebuilt and used as undertaking parlor.
0,0,it was then used as a feed store by guy hammond - danny guilds then had an antique store called the blue goose.
0,0,it now belongs to edward adams who uses it for storage.
0,0,vainio building - this building belonged to jesse rogers then harry daw.
0,0,h. daw had a grocery store.
0,0,rent upstairs.
0,0,this building burned in the 1911 re.
0,0,rebuilt.
0,0,after daw died harry hughes had a gro cery store - then austin robinson grocery - store vacant.
0,0,galen vainio now owns the building which he bought in december 1969 and is his residence.
0,0,donald keene building - built after 1897 re.
0,0,"owned by orrin rice, and used as a barber shop and dwelling."
0,0,"then sold to d. keene who had a barber shop one side of the building with a bakery, that now houses history of monson, maine 41 dr."
0,0,isaac nelsons office on the other side.
0,0,rent upstairs  vacant.
0,0,(note: the telephone office was once housed here when operators were employed.)
0,0,monson laundramat - this building belonged to coombs & johnson between 1883 and 1885 and it burned in 1897. henry grover owned it about 60 years.
0,0,ago and used it as a country store.
0,0,"h. grovers son, merton grover then ran a bakery and later opened a saloon."
0,0,louise grover sold to humphrey in 1963. humph rey in turn sold out to laurice goodwin who is the present owner.
0,0,rent upstairs.
0,0,knights store - 1888 bought by p. w. knight from c. s. pullen & co.
0,0,and was known as p. w. knight & sons (amos & henry).
0,0,it was always used as a dry goods and clothing store.
0,0,rent upstairs is presently occupied by katherine knight.
0,0,store is closed.
0,0,town hall (gar building) - first building built after the civil war.
0,0,"destroyed in the re of decem ber 28, 1888. rebuilt."
0,0,the annex built in the 1930s by w.p.a.
0,0,men.
0,0,the gar turned the building over to the town of monson in the early 1940s.
0,0,"when the town owned it they housed the town office, fire dept."
0,0,and public library on the rst oor.
0,0,second oor - was used for many activities.
0,0,"in 1972, the town deeded it to the: tisbury manor chapter d.a.r."
0,0,and it presently houses monsons historical museum.
0,0,(note: in 1889 the town meeting hall was located in [tarr] spencers hall.)
0,0,waymouths garage - located on road to greenville.
0,0,built by dennis weeks for arthur day in the late 1920s.
0,0,arthur day owned and operated it until 1942. closed from 1942-45. reopened by a. day and run for a short time then sold to earl waymouth in late 1940s who operated it as a garage.
0,0,business closed by waymouth in 1971.
0,0,"42 history of monson, maine daigle & daigle - built by patrick and jerry daigle."
0,0,opened in the summer of 1970. hardware and lumber goods.
0,0,located on rt.
0,0,15. monson spring water co.
0,0,will bray bought the water company from percy smith on dec.
0,0,"4, 1925. w. bray then to maude bray on oct."
0,0,"8, 1945. m. bray in turn sold it to elwin & marguerite french on oct."
0,0,"25, 1948. on april 8, 1955, e. french sold his half to esmond rich ardson."
0,0,"e. richardson & m. french sold out to thaxter jones on june 20, 1962. in july of 1968 a town meeting was held and it was voted to buy the water company for $6,000."
0,0,on oct.
0,0,"1, 1968, the town of monson took over the water co."
0,0,from thaxter jones.
0,0,the town owns the company at the present time.
0,0,c. v.
0,0,"(tad) turner, inc."
0,0,located on the william hughes farm on the willimantic road.
0,0,insurance: francis g. marshal hartford insurance co.
0,0,and monson light and power co.
0,0,robert e. lander --general insurance stanley a. robinson - insurance and real estate broker forest products: merton carr - woods operator bjork bros.
0,0,william and harlan - woods operators robert brown - pulp buyer wayne reed - pulp and logs hollis nelson woods operator lloyd kelley - building camp roads and backhoe work kelley bros.
0,0,"apple orchards c. v. tad turner - forest products and contractor history of monson, maine 43 beauticians: me mes beauty salon - amelia daigle, prop."
0,0,"jo ls toppe knott shop - joyce lander, prop."
0,0,"miscellaneous: phyllis ruksznis - bakery raymond anderson - painter (buildings) berwin storer - painter (buildings) dennis casey ~ wildwood camp ground monson pond herbert bishop - snowmobile dealer - bishops great out doors joyce kelley - antiques brown's nursing home - raymond bishop, prop."
0,0,frenchs boarding home - marguerite french robert l. greenleaf - electrician robert leavitt - electric motors olive hammond - seamstress leon piela - carpenter lawrence hammond - bookkeeper william erickson - crawlers (bait) earl waymouth - live bait ed and audrey higgins - live bait kendrick benton - photographer gerry weymouth artist and teacher elinor brayton - artist mrs.
0,0,"elizabeth seitz - the shell studio coffee shoppe kahvila - helen johnson, prop."
0,0,"bessie doble - antiques patrick & jerry daigle - carpenters edna haggstrom - knits and crochets articles for sale harry lindie - radio repair f. elwin french - repair shop and makes novelties two active farms: john sandberg - southeast monson forrest stevens - (old steward farm) southeast monson 44 history of monson, maine history of monson, maine 45 ."
0,0,_ aim .
0,0,"~' ' ..:xs kineo quarry (abandoned) building now used as town sand shed 46 history of monson, maine portland-monson slate co."
0,0,1910-12 portland-monson slate co.
0,0,"1972 history of monson, maine 47 9-431;yo so na."
0,0,"#3 monson, maine slate co."
0,0,"(old photo) moosehead manufacturing company - 1972 formerly the monson, maine slate co."
0,0,"48 history of monson, maine products manufactured by moosehead mfg."
0,0,co.
0,0,kennedy marker came from portland-monson slate co.
0,0,"history of monson, maine 49 m. r. r. no."
0,0,3 engine at monson station on water street m. r. r. no.
0,0,"4 engine - engineers: albion johnson & elwin french 50 history of monson, maine champions filling station - now yankee trader built in 1935 monson garage in 1923 arthur haggstrom and archie greenleaf present owner - j. ruksznis history of monson, maine 51 main street looking south (old photo) r."
0,0,"adams, former a. andersons, d. keene, laundramat, and knights."
0,0,"main street looking north (old photo) 52 history of monson, maine main street looking south (0121photo) j."
0,0,"8; j. general store, manson light & powcr co, masonic block, etc."
0,0,"pooles market history of monson, maine 53 g.a r. hall - taken before former american legion hall annex built in 1930. with civil defense tower."
0,0,taken in early 1940s.
0,0,present storers home care center.
0,0,"g. a. r. hall, then town hall, present d. a. r. building."
0,0,"54 history of monson, maine 1972 main street looking north 1972 main street looking south history of monson, maine 55 new municipal building on february 14, 1968, the town approved an earlier proposal of building a new municipal building to house the monson town office, library, fire department, highway dept."
0,0,and youth activities room.
0,0,ground was broken in april of 1968 for the new building which was designed by dan edgerton at the site of the former willer hotel.
0,0,"the cost of the new building was $39,200."
0,0,"on june 16, 1969, open house was held dedicating the new addition to t.he town."
0,0,"fire department history prior to the organization of the monson volunteer fire department, the town had no re ghting equip ment and depended on the help of the townspeople."
0,0,"in 1877, alvin gray, who was the selectman, bought an engine, and an old hand tub and some hose for $400 which the town appropriated for that use."
0,0,at that time much was said against the purchase until the re of 1897 which burned the buildings from the canal to knights store.
0,0,this section was rebuilt as follows from knights store to the canal - grovers now the laundramat owned by laurice goodwin - orrin rice - now donald keene block - e. mclver last known as arvid andersons store which was demolished in 1966 - j. davison - now edward adams and used for storage.
0,0,"the rst re apparatus is now in a museum in meredith, new hampshire."
0,0,"the monson fire department was organized in 1937, with dennis weeks as chief, and sixteen members who were arthur day, merton grover, clair sargent, stanley stevens, cliff simpson, henry knight, erick erickson, arthur haggstrom, fred berry, anselm swanson, paul jackson, guy hammond, thomas mountain, elwin french, robert benton and eugene bickford."
0,0,"56 history of monson, maine the first re house was in the old gar hall known as the old town hall on main street and remained there until 1968 when the new municipal building was built."
0,0,"in 1937, the rst motor driven re engine was pur chased which is still being used today."
0,0,"the department presently has two re engines, two tank trucks and an army surplus truck."
0,0,an alarm system was installed on the top of the old town hall building.
0,0,prior to this the church bells were used as a means of an alarm.
0,0,"on may 3, 1946, arthur haggstrom became fire chief, a post he held until march 28, 1961, when john ruksznis became chief and who holds this office at the present time."
0,0,the re department now consists of 20 men who attend regular meetings and training sessions.
0,0,monson has been the victim of many res over the years.
0,0,"in may, 1824, a re which started on what is now the common, where the forest was being cleared away, threatened to destroy what buildings there were in the vicinity."
0,0,"all the help that could be found worked hard for a day and night to save the mills, two houses and one or two outbuildings then standing where the village; is now."
0,0,then another re struck the town in the autumn of 1825. this re swept across a large portion of this state destroying great tracts of timber land.
0,0,"many of the build ings were in danger, but through strenuous efforts, none were destroyed."
0,0,"again in the spring of 1831, the village was threat ened once more."
0,0,the great fire (taken from the 1914 pharetra) it is quite a look backward over the nearly fty-four years since the great re in monson.
0,0,"within this period monson has been visited by a number of serious cona grations but none of them has destroyed so large a history of monson, maine 57 proportion of the buildings as that on may 27, 1860, which swept away most of the village."
0,0,"few who were then of adult age are now living, and those who were: then chidren are well along in years."
0,0,"prior to 1860, monson enjoyed a remarkable ex emption from serious res."
0,0,"the town in common with others suffered from the great forest res of 1825, but from 1818 to 1860, according to reverend charles davi sons semicentennialaddress, only four dwelling houses had been destroyed by re; namely, that of samuel rowe in the winter of 1818-19, that of calvin colton in the spring of 1823, that of george doughty in 1836 and that of alexander greenwood houston in november, 1852. for seven years after this last re the sound of the re bell had not been heard."
0,0,"its silence was rst broken march 31, 1860, when the academy burned, to be fol lowed by a greater conagration not quite two months later."
0,0,"in may, 1860, the weather had been for several weeks warm and dry."
0,0,there were no slated roofs in monson then and the shingles on the roofs were dry as tinder.
0,0,"sunday, may 27, was a calm and pleasant day with a light south wind."
0,0,shortly after the close of the morning services the sabbath stillness was broken by the wild cry of fire and the ringing of the bell in the congregational church.
0,0,"looking across the little pond from the window of my fathers house, then standing on the site now occupied by i. p. wings residence (now the home of edwin holm boms), i saw the ames pouring from the roof of the stable connected with nelson savages hotel called the mansion house, the hotel being on the site now occu pied by peleg w. knights store, and the stable a little south and in the rear."
0,0,"in the few minutes required to reach the spot, the ames had spread to the hotel and the inmates were throwing, out of doors and windows, 58 history of monson, maine beds, bedding and furniture in frantic effort to save something from the wreck."
0,0,the heat generated an active air current and the ames with a wild roar devoured everything they touched in an incredibly short time.
0,0,"the burnin.g shingles were swept high in the air and were carried by the now accelerated south wind northward, immediately setting re to any roof on which they dropped."
0,0,the ames mocked the puny efforts to stay their onward rush with water pails and buckets - the only re-ghting apparatus in the village.
0,0,it was a spectacle at once grand and awful to see almost the entire village in ames at once.
0,0,the re began about one p. m. or a little earlier and by three p. m. the work of destruction was substantially complete.
0,0,"when the sun set on that eventful day, little was left in the central part of the village but a mass of smoking ruins."
0,0,"except a small shop next north of the canal, every building on the west side of main street from the man sion hotel north was destroyed."
0,0,this included tarrs and knights blacksmith shops.
0,0,"tenneys wheelwright shop, j. h. pullens store and home of deacon ""ward on the lot afterwards of a. s. garland (now gordon hal1s home)."
0,0,"the re also destroyed a cabinet shop of elias t. andrews and dwelling of albion jackson, both on pleasant street the latter on the site of mrs."
0,0,hattie crafts residence (now known as esther penningtons home).
0,0,only a change of wind prevented the ames.
0,0,from sweeping up church street.
0,0,"on the east side of main street every building north of the canal to and including the congregational church was burned, in cluding aretas chapins extensive farm."
0,0,"buildings, oliver eveleths store (now erma smal1s home) and dwelling occupied by a. g. houston (former d. a. r. chapter house) and the hotel called the monson house (located in the general area of berwin storers home) then kept by solomon j. chandler."
0,0,"(note: aretas history of monson, maine 59 chapins farm was about where louise grovers home now stands.)"
0,0,"in the midst of the excitement a dwelling house on central street formerly occupied by honorable j. h. rice on the lot afterwards of a. f. jackson (now the home of edward laverty which was formerly owned by ansel lapointe), caught re from the ying embers and was speedily burned to the ground."
0,0,"in the space of two hours, about forty buildings were totally destroyed with a large portion of their contents."
0,0,so rapidly did the ames spread that there was little opportunity to save.
0,0,anything.
0,0,"the buildings destroyed included one church, two hotels, three of the four stores, six dwellings be sides shops, one law office, barns and outbuildings."
0,0,the business part of the village was practically wiped out.
0,0,some of the sufferers were stripped of substantially all their earthly possessions.
0,0,some had no insurance and others while less unfortunate never recovered from their losses.
0,0,"to crown all, certain disreputable characters from outside added plunder to the troubles of the suf ferers."
0,0,"the total losses were estimated at $22,750 and in surance only $9,600."
0,0,at the scale of prices prevailing this meant much more than the same figures would represent today and gives a very imperfect idea of the magnitude of the misfortune which for the moment over whelmed the little village.
0,0,"the heaviest losers were nelson savage, $1,300; j. h. pullen, $2,800; congrega tional society, $1,200; with no insurance; solomon j. chandler, $3,000; oliver eveleth, $2,200; and aretas chapin, $8,000."
0,0,"the figures are those given in the ob server at the time, and those losses except in the case of the church were partially covered by insurance."
0,0,the business men sought such accomodations as they could nd.
0,0,"the post office was for some time kept in the rear wing of horace flanders house (now tolford 60 history of monson, maine durhams)."
0,0,some who had been in business at monson sought other elds of activity.
0,0,it was many years before the village regained its former prosperity.
0,0,the cause of the re was never certainly known.
0,0,one rumor attributed it to certain half intoxicated per sons smoking in the hay loft of nelson savages stable.
0,0,others believed that the re was deliberately set by an offender who had been arrested in monson shortly before and who threatened vengeance upon the town.
0,0,"no attempt was made however (perhaps from lack of evidence) to bring the culprit, if such he was, to justice."
0,0,incidentally the re resulted in one important bene t in ridding monson (let us hope forever) from hotels in which intoxicating liquor was kept for sale.
0,0,"shortly after the re aretas chapin opened a hotel (built on the site of the now bartletts gulf station), which until it burned on march 25, 1882, maintained a consistent and honorable record as a temperance hotel, and this excel lent record has, i believe been maintained by hotels since opened in monson."
0,0,dudley p. bailey the alarm of re rang at 4 a. in.
0,0,"on friday the 28th of december of 1888. the engine house with the g.a.r hall above, the building owned by hilman bros."
0,0,"and used as a furniture and tailors shop, and mr."
0,0,"boyntons ne new buildings, store and dwelling with barn adjoining and a dry house lled with lumber belonging to the mon son refrigerator co."
0,0,were swept away in an hours time.
0,0,it was the most disasterous re since 1860. the town lost the road machine for which it paid $225.00 just two years before.
0,0,the buildings burnt nearly together and almost everything in them was destroyed.
0,0,the hearse was saved.
0,0,(note: this is the re which burned from water street to the residence of alvin grays - now a.
0,0,"~haggstroms this event was taken from the private history of monson, maine 61 journal of miss sadie emerson, daughter of the rev."
1,3,"emerson, and loaned by her grandson, vernon wilson."
0,0,"january 12, 1897, everything was burned from the canal to p. w. knights store."
0,0,later in 1899 the old hotel stable (situated where the bartletts gulf station now stands) burned.
0,0,"then on january 6, 1910, the lake hebron hotel which opened in 1882 was consumed by re."
0,0,in the winter of 1910 (dec.
0,0,11) re destroyed all the buildings from the bray block (now poo1esmarket) to the corner of pleasant and main street.
0,0,fire broke out on the night of nov.
0,0,"9, 1911, in the business section and swept everything from the spencer block (former a. anderson block - now a vacant lot) to w. a. brays store (now known as pooles market) including the masonic hall."
0,0,during the night of nov.
0,0,"3, 1919, there was a bad re in one of the railroad buildings, which destroyed all the engines belonging to the road, leaving us now without any rail service."
0,0,(taken from alvin grays diary.)
0,0,"(note: damaged engines, no."
0,0,"3 and 4, repaired by d."
0,0,weeks.)
0,0,on nov.
0,0,"5, 1939, there was a re at clarence browns store (now known as j & j general store) which dam aged the interior."
0,0,"if one should ask some of the older citizens in monson what the longest night theyve ever had, they might recall the re on december 17, 1942, when the re started in the crating room of the portland-monson."
0,0,slate co.
0,0,"from 8 :30 to 10 p. m., they fought hard to save: the building which they did quite successfully."
0,0,then one.
0,0,"hour later, re was discovered in the big mill which lasted until 8 o'clock the next morning."
1,1,"a re always ends up as a loss for someone, but perhaps one of the most tragic losses was on march 2, 1950, when elwood smith, his six children and his mother harriet smith were burned to death."
0,0,his wife was badly burned and hospitalized.
0,0,"their house was situated be 62 history of monson, maine tween what is now a. swansons and a. smal1s on south main st."
0,0,(the latter sold to e. casey).
0,0,the smith house was the oldest house in town at that time and was once located where brown's nursing home now stands.
0,0,on feb.
0,0,"7, 1955, pooles market, then owned by nadeau, was damaged inside by re."
0,0,"the interior of the masonic hall which housed pul lens hardware and robinson insurance agency on the rst oor, burned july 12, 1969. organizations american legion post no."
0,0,116 and auxiliary towneholmbom post no.
0,0,"116 the monson american legion was started on may 1, 1921 with 16 charter members: ira f. bishop, august peterson, byron a. kallgren, frank a. larson, william lindie, thomas mountain, lawrence johnson, paul nel son, elmer lindie, erick holmquist, robert bigger, and byron w. harmon."
0,0,"ira bishop was the first commander, and in later years, served as county commander."
0,0,the auxiliary was instituted on dec.
0,0,"12, 1922., with 38 charter members: lizzie towne, mary davis, mary larson, edith carlson, lottie grant, margaret bigger, elizabeth leclair, elizabeth bodge, margaret steward, myrtle homer, florence hughes, addie wing, pearl dore, ruth larson, edith brown, nettie kallgren, mar garet bishop, margaret leclair, isabella brown, amy kronholm, hilma holmquist, marjorie hughes, sadie grover, audrey flint, jennie lindahl, ida roberts, esther johnson pennington, madeline leclair, marion billings, rubena johnson fenlason, blanche i-lescock, whilhelmina stancheld, estelle lindie, harriet flint, hattie larson, judith natycks venott, alice jackson, and laurice harmon."
0,0," history of monson, maine 63 the monson post was named in honor of oral a. towne, who was killed in action july 22, 1918 in bois lefere, france."
0,0,"on september 24, 1951, the american legion of monson voted to change the name to towne holmbom post no."
0,0,116 in honor of oral a. towne and lawrence holmbom.
0,0,the latter died in england during world war ii.
0,0,"for many years, both the monson american legion and the auxiliary held their meetings in what is now storers home care center."
0,0,"there, they held many food sales and card parties to raise money and provide relax ation for their members."
0,0,"in 1925, they erected the ag pole that stands in the square."
0,0,in 1946 the american legion bought the swedish lutheran church and held their meetings and activities there until dec.
0,0,"8, 1970, when they sold the hall and became inactive."
0,0,"previous to this they held their fairs, suppers, and dances at this location."
0,0,"each year they held a field day in by monson pond which consisted of base ball games, skeet shooting, swim races, potato bag races, etc."
0,0,they also sold hot dogs at this annual event.
0,0,"each year, past and present, the american legion and auxiliary have participated in the memorial day exercises."
0,0,the american legion auxiliary unit no.
0,0,116 is still active.
0,0,"daughters of the american revolution tisbury manor chapter, d. a. r. the tisbury manor chapter, d. a. r. was organized nov."
0,0,"5, 1952, with 19 charter members: elena j. quillian, genevieve j. beckwith, gwendolyn m. allen, beatrix j. bray, stella p. hughes, edith d. jackson, grace j. jackson, faye d. mithee, agrandece r. pullen, pricilla c. robinson, hazel p. warran, josephine s. emanuelson, eloise s. stevens, ada b. wyman, ivy p. leighton, bern 64 history of monson, maine ice j. young, june j. mcdonnell, melvina d. jacobson and marie s. pullen."
0,0,"the rst event of the monson d. a. r., was placing a marker on the grave in the church cemetery of lydia oldham jackson, widow of revolutionary patriot barna bas jackson, on aug."
0,0,"29, 1954. they also placed a slate marker on the grave site of alexander greenwood, sur veyor of the town of monson and surrounding areas, in the church cemetery on june 30, 1961. a small museum in the old town hall (g. a. r. hall) was established on aug."
0,0,"21, 1955. plans are being made to re-establish in this building this year it having been at the chapters gray house since 1959."
0,0,"(note: the museum opened officially on june 24, 1972.)"
0,0,"the monson chapter also sponsored the j. a. c. clubs, d. a. r. good citizen girls and the american history essay contests in the monson schools until its consolidation into s. a. d. no."
